Station_ID,longitude,latitude,label,MAE,ME,Pearson r,PSS
64243,17.33908333,-18.4725,SASSCALWN,0.7824213707406048,0.005236888558126208,0.5914015086822128,0.9259470778602704
25,25.45,-24.9,SASSCALWN,0.7149327901051368,-0.0917443215413855,0.6246813177165756,0.44899396821203696
68588099999,30.950519,-29.970089,NCEI,1.42654030919536,0.8850827357995296,0.7176298267281104,0.7810053043697902
68491099999,32.4166666,-28.2,NCEI,1.8777664920531403,1.6543166330801298,0.6001949491616284,0.612658585440423
108,14.77008333,-17.84286111,SASSCALWN,0.8943485376184677,0.056940722399129076,0.4202464979896075,0.8490414480025705
65934,24.526694,-17.544722,SASSCALWN,0.9738900018745575,0.22663544519210335,0.5193430815172848,0.7484232655921513
68478099999,29.8833333,-29.0,NCEI,0.8443649224396912,0.5066867262168745,0.6653694730180219,0.7169080919080918
23,25.7,-24.98,SASSCALWN,1.0250743872710346,0.5981114360497858,0.6449923256880067,0.49730395932830074
68817099999,18.4333333,-33.9,NCEI,3.4036044476029477,3.173609614102014,0.6579749180466337,0.5352095366842817
858580,20.62504,-26.76178,SASSCALWN,1.0221166731713653,-0.4661726730142343,0.6451931811343963,0.8590075348200017
68928099999,22.15,-34.1833333,NCEI,1.297717439947214,0.7858072904772276,0.6839047859851222,0.7840617660912327
68513099999,17.2833333,-30.2,NCEI,1.5629394498281182,-1.0074347806086636,0.7963706762737804,0.8063657267336317
TA00531,23.391434,-17.574295,TAHMO,1.5246257409503052,1.4433442569831099,0.38999890190396586,0.35980868227848894
68267099999,29.9833333,-26.5,NCEI,0.9849154653502128,-0.04707277828471647,0.746441836061653,0.8727386934673366
68546099999,26.7166667,-30.7166667,NCEI,0.7717208836997088,-0.32522767192851504,0.7065267642108672,0.9140926640926641
68335099999,24.7666666,-27.55,NCEI,1.0236790531841347,-0.5927998056906506,0.693948025747881,0.8064634146341463
68633099999,24.95,-31.1833333,NCEI,1.3297292489966637,-0.2930267984670799,0.7365011836751476,0.7852213231794385
67593,28.69675,-22.48983,SASSCALWN,0.9049945066637509,-0.5250956303391926,0.7516882884066526,0.8549696506237561
68715099999,18.7166666,-33.4666666,NCEI,1.2951241540651397,1.1524489509018583,0.7047764517467114,0.5022084956053544
68024,21.653167,-21.715083,SASSCALWN,1.097094363923264,-0.8343642359522616,0.5749730516420307,0.7191979735459406
31212,15.294806,-17.678528,SASSCALWN,0.7536816503383852,0.32203638265072276,0.49140997370202527,0.8068657768035384
68712099999,17.85,-32.8333333,NCEI,1.2631896258517055,0.23389972057247624,0.8092784093241727,0.8943450594309038
31215,15.863,-26.20761111,SASSCALWN,1.2498512942509943,-0.0236959123654244,0.7376826141566296,0.8999689705996431
80493,14.964558,-20.168004,SASSCALWN,0.9205269320267363,-0.1554434221124933,0.6770942446545951,0.9338219255769316
E7627,15.05627202,-23.26530003,SASSCALWN,1.142345974355474,0.05938441350437677,0.7673072913223495,0.9483939716851884
68155099999,27.7,-23.6833333,NCEI,0.5938190638125942,-0.05549982415541256,0.6466098055594333,0.5422891715026547
31213,18.9039,-19.0101,SASSCALWN,0.8079659828262993,0.056249947418173955,0.5499498494692352,0.8911716066658187
104,17.834583,-25.31275,SASSCALWN,1.2903154148475129,-0.2671980031944312,0.5060121111198105,0.8575710026911161
68647099999,26.8833333,-31.9166666,NCEI,1.6457811227112575,0.9239116743409574,0.724352917486434,0.5863625274457184
68827099999,18.5,-33.9,NCEI,2.6519914969308913,2.2236865125875394,0.3408015397715112,0.5568864860749944
68148,26.859222,-23.112528,SASSCALWN,1.0103494707510932,-0.0035018604849697725,0.5959203639481617,0.795562168341714
858585,18.60281,-31.28616,SASSCALWN,1.020143172976396,0.3179173883222683,0.8194971717388495,0.8989598324945248
21,25.43,-25.08,SASSCALWN,1.0951098382639601,0.8754698820077849,0.587489698390923,0.4723337268791814
68523099999,20.4833333,-30.4666666,NCEI,1.1338153482483666,0.4214459358038735,0.773285078804803,0.7987170176712659
TA00465,27.725646,-29.443727,TAHMO,1.2329906396494654,1.1002982970176907,0.6337873009759145,0.5781830476916803
68002599999,24.1666666,-17.6333333,NCEI,1.2722115393730773,0.8320731405553504,0.4794689124675335,0.694843070086103
31207,17.8195,-27.6745,SASSCALWN,1.3036106843663777,0.013321587365670032,0.7313447377561904,0.9177762833445418
E7625,15.04594199,-23.443536,SASSCALWN,1.2355076487494256,-0.1327959695111728,0.7112754024620261,0.9604597176237775
68226,21.868556,-24.019278,SASSCALWN,0.8216668236556256,0.1818615147479406,0.6305652596540957,0.8860604585638581
TA00546,31.126501,-17.781055,TAHMO,0.41302233587739506,-0.1419020102160099,0.6152377060305455,0.6680681299121357
116,19.732306,-18.23475,SASSCALWN,1.1141686832934345,0.7925622931515831,0.5422096615390893,0.6035463161112811
68104199999,17.925419,-24.605447,NCEI,1.0986159679662368,0.2925126784521597,0.5387198013060855,0.8066670867729534
31195,20.2085,-17.8946,SASSCALWN,0.8998987647794954,0.4565162766638173,0.5347611624195083,0.6434832515913597
TA00519,35.346881,-23.866289,TAHMO,2.4049172210157588,2.374870773535978,0.7933811026784666,0.40149866124649647
31197,16.9012,-21.5986,SASSCALWN,1.238911083281329,-0.8671774015135997,0.6254915947502785,0.7808196310825474
TA00533,24.301371,-17.478749,TAHMO,1.2261187412051,1.0998951926870737,0.42876525753121114,0.5256059786781648
E7630,14.72792999,-22.98927901,SASSCALWN,1.4258707098777181,0.049448666299697776,0.6604652448504302,0.9135575708873842
TA00372,27.884944,-26.336072,TAHMO,1.0757322607644684,0.8560389195178222,0.6637717600443956,0.667543732198679
67591,22.284,-19.35786,SASSCALWN,1.0880226901068362,-0.19650010925496272,0.5075561830559203,0.8043141399630669
68320,23.259194,-25.268,SASSCALWN,0.7875920704528983,-0.39311510307863645,0.7008485045856914,0.8769864525175335
68429099999,23.0666666,-28.3333333,NCEI,0.8433498509342174,-0.11045012770469591,0.6863376028400016,0.842526265520535
TA00179,28.03133,-26.19511,TAHMO,0.8785895231106597,0.37071817159211734,0.5391366495693705,0.8743449932199222
68268099999,28.3333333,-24.9,NCEI,1.0307079623045992,0.49161200948188705,0.5937418237217471,0.8046799224054317
E7624,14.98967998,-22.96948104,SASSCALWN,1.2207985731458504,0.24690680181083385,0.7839215467487026,0.882337266844309
68923099999,19.9,-34.15,NCEI,1.2815401755587141,0.8925980950977711,0.712337057507345,0.7337035248672139
TA00159,28.485967,-21.350205,TAHMO,1.4474444311140329,1.3827371800784876,0.7344460398108646,0.5849732673893261
68582099999,30.4,-29.65,NCEI,1.1261269570012842,-0.27253553715924683,0.6311298082464034,0.8120431173336637
858577,16.50674,-28.62496,SASSCALWN,1.3947493521575918,0.10555038680506044,0.829809259110759,0.9389046476107356
858590,18.68285,-32.5981,SASSCALWN,1.0818945420450876,-0.8228717303655393,0.6146076869572158,0.802344612339664
68823099999,22.0166666,-33.1833333,NCEI,1.7733764167899155,1.419447900772097,0.5864210010479123,0.6645832557924771
68717099999,18.9772222,-33.0127778,NCEI,0.990745391046894,0.3532224686172869,0.5759562306400626,0.7511005353955978
TA00470,27.867692,-26.483036,TAHMO,1.2678304397741382,1.178125571840666,0.7577152259489018,0.6365219654670493
TA00509,32.804618,-25.405518,TAHMO,1.3855559166757336,1.3101904149310852,0.7495972215443759,0.6009310210800275
TA00192,27.953292,-26.064506,TAHMO,0.7722629559655251,0.6806890836880961,0.4524373097493882,0.7062174593247531
68819099999,18.4166666,-33.9333333,NCEI,1.0367737985253516,-0.17694454334081683,0.5549930548847949,0.7475433701322334
106,14.78480556,-17.44433333,SASSCALWN,1.1281081563712552,0.2843513867220567,0.48141561301847047,0.6698452794442691
115,17.76305556,-19.16861111,SASSCALWN,1.6471544283463615,-1.5749485176687763,0.6643894168148808,0.4197962881959632
47066,15.853,-17.312,SASSCALWN,1.1265952633012306,0.7928491387524544,0.31473860482282895,0.720574020373262
31210,16.8144,-22.7876,SASSCALWN,1.9552051878720564,-1.1376319230671332,0.6442176129836102,0.764744079449962
68833099999,23.8666666,-33.8333333,NCEI,1.709383690625282,1.4440524216446398,0.6209565167010279,0.7063789868667917
103,16.114667,-23.294528,SASSCALWN,3.4612317166817164,3.4537521659144623,0.5518560471408025,0.20156931998348115
31203,19.2562,-18.3643,SASSCALWN,0.882918523286567,0.4692869998480147,0.5969298423199834,0.7125915192190361
68264399999,28.224231,-25.653858,NCEI,0.9810661323743974,0.09580593127052668,0.552821341203664,0.7162411663589482
68333099999,23.45,-27.4333333,NCEI,0.8615357761298943,0.0343558033056736,0.6251509522775682,0.6301846080076723
361098,18.28118,-30.395,SASSCALWN,1.104293246927086,0.09668979415759041,0.779258412390956,0.8241561703261163
